Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
L52,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-187.518562,-54.8,180,bottom
L53,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-169.659202,-54.8,180,bottom
L54,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-151.804696,-54.8,180,bottom
L55,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-133.94057,-54.8,180,bottom
L56,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-116.081194,-54.8,180,bottom
L57,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-98.221818,-54.8,180,bottom
L58,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-80.362442,-54.8,180,bottom
L59,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-62.503066,-54.8,180,bottom
L60,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-44.64369,-54.8,180,bottom
L61,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-26.784314,-54.8,180,bottom
L62,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-8.924938,-54.8,180,bottom
L63,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-53.578128,-71.8,0,bottom
L64,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-75.902348,-71.8,0,bottom
L65,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-98.226568,-81.2,0,bottom
L66,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-120.550788,-71.8,0,bottom
L67,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-142.870258,-71.8,0,bottom
L68,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-165.194478,-71.8,0,bottom
L69,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-186.223448,-81.2,-50,bottom
L70,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-209.842918,-71.8,0,bottom
L71,SK6812MINI-E,YS-SK6812MINI-E_large_hole_with_small_pad,-232.167138,-71.8,0,bottom
LS1,Speaker,Buzzer_Murata_PKMCS0909E4000-R1,-242.260882,-83.05,90,bottom
R1,5.1k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-28.000016,2.6,180,bottom
R2,5.1k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-5.400016,1.775,-90,bottom
R3,22,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-18.700016,-3.6,180,bottom
R4,22,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-17.800016,-6.2,0,bottom
R5,10k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-13.450016,-81.32448,-45,bottom
R6,10k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-33.050016,-77.92448,-135,bottom
R7,1k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-242.223448,-75,0,bottom
R8,4.7k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-117.400016,-0.02448,0,bottom
R9,4.7k,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,-117.400016,2.27552,0,bottom
ResetSW1,5.2x5.2mm,SW_SPST_TL3342,-23,-45.725,90,bottom
U1,ATmega32U4-MU,QFN-44-1EP_7x7mm_P0.5mm_EP5.15x5.15mm,-23.300008,-79.45,45,bottom
U2,24LC64,SO-8_3.9x4.9mm_P1.27mm,-34.500016,-70.67448,180,bottom
U4,Pico,RPi_Pico_TH_no_NPTH_SWD_less_Silk_NoCrtYd,-155.3,-9.1,-90,bottom
Y1,16MHz,Crystal_SMD_3225-4Pin_3.2x2.5mm_HandSoldering,-16.850016,-73.15448,-135,bottom
